0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,label
30393.3511759,-3799.67467633,-2208.52067825,4518.050974,9842.7517273,2231.58744267,-1120.75213011,-3210.84883258,-4865.67150941,-4672.22639955,-1270.8864649,-3280.80780873,4631.08145322,-249.461603616,-6952.75665722,270.737709435,-2082.60010682,3391.64729174,-2434.79949304,4414.72336103,1855.82592789,-5080.842412,-6690.92230126,5806.58516817,3194.55819319,2135.67895519,-4503.27070264,bad_joke_eel
586.435627828,13322.8192865,-5690.03892915,-3502.65503281,-5268.04284034,1313.21792894,1135.29197045,-1601.20770185,270.136371246,-989.504297259,-2614.27869541,7163.0725752,7350.29289579,-1252.06934194,6498.60402698,-6622.73643705,-4571.77108208,3870.39190729,-804.294041155,-370.697696227,-1503.68705856,-1353.36505193,298.775155667,1269.32563048,-2164.49056604,-2236.47425666,1222.67992328,good_guy_greg
6412.49711383,20460.2651997,3226.61225525,-71.8905460263,-7989.27239426,217.442157982,3123.69248982,-7480.55932683,-8887.44878731,6986.60713068,2493.42109763,-3376.78585782,-3517.4296403,5993.66454093,-2415.96566927,-1074.51827292,-1663.71371291,1303.96997494,4304.74796397,-1868.3486204,5205.46685104,1195.07160368,-2381.07137901,-4254.9724333,-189.294382255,-2448.69294898,-2313.68757494,high_expectations_asian_father
-1957.3557248,11864.1316142,20.6098626214,-2052.74402754,-3683.56980963,5234.52804342,4564.9025087,601.556724012,-6081.87101004,2932.18829682,1974.54383554,-87.5495459884,-1182.83970006,-4211.09118184,-323.123335712,-2509.67279563,6392.53153903,1310.8331436,-6035.89564318,2330.53509736,-2677.13315326,751.752182492,896.899685507,-2359.16268779,-2139.73680919,877.426153521,-1258.6046484,philosoraptor
-8378.67203369,4108.41885717,1970.29049607,-4904.69080783,-1616.63747323,-680.084371009,-1963.60896848,83.299378485,789.905322961,-1177.39283461,-7087.75668835,-3067.39247969,-4738.5977693,-3791.54841376,-2295.46711694,6409.79110194,-1779.16511555,232.217333712,-4659.83925333,-1671.6973309,-2261.46709064,-1894.0044199,6973.26793432,-1350.43530914,5273.16340744,3086.21687479,-2955.15186506,confession_bear
-2197.90350028,11403.3625651,-8164.84924098,197.706197277,-5469.59938987,17317.1184947,1346.4991144,1086.12812663,15928.3397512,-4847.88326019,4181.27206669,-701.697514976,-4.31407846108,2147.93005973,-4829.18370867,-562.011909777,213.931836023,-3198.45614363,116.19992624,-823.129901392,0.664401297866,191.871980085,-195.820004619,532.498262206,-532.818110471,-2100.10228762,1232.97752241,business_cat
93.1513332008,-14165.7773057,1853.40611752,-2570.8560074,-5164.6986527,-1048.97494758,-6657.9502737,1858.53407836,698.086166721,3650.94634912,3544.02139496,4971.39039429,-1763.81139182,-6153.07523226,-3979.36167195,-1080.2915141,-3275.99892718,-229.575308026,-842.05875257,-2494.02556736,-218.656849586,2314.85115341,1388.2262243,-1848.89462031,432.016815316,-1738.43151593,-4989.45587081,evil_toddler
11028.5393959,-17155.8450568,4821.64196601,-2300.5978155,-5865.54115758,-879.462480426,-8160.10800315,-1470.39510108,5269.21657252,6893.63165878,-3831.73034116,3884.68553938,-571.018634398,-6594.88889576,453.648152161,163.745152179,1956.27008473,2438.53080017,1661.27433102,4711.85819059,4853.84528391,-5650.15948348,5529.94537361,2487.07275395,3831.46352568,1716.05572839,-4161.43676257,lazy_college_senior
-2479.23623063,1964.50650451,-1833.01153504,-1739.38099128,-4042.97058333,-651.522107841,-2260.93764759,-885.996721974,-897.427559644,-1428.51701671,-6168.05192088,-372.78720586,3339.08510016,7789.1145368,5411.40836134,-2039.77865627,6869.74387508,5686.10111803,3170.42905164,5202.64932116,-2237.68907678,6065.7648771,637.530398337,6109.51021601,678.184892312,-905.106914268,-1042.10471952,overly_attached_girlfriend
-3011.83206981,11149.7342695,-8217.53920688,1646.72966769,-5359.55689514,16292.9714198,-649.140862319,1439.98763063,13364.9960502,-3771.74311783,1746.95836499,-770.648458799,251.823017125,1701.96470877,-5364.46708946,-1039.15336632,1568.04632257,-315.295160355,-1325.33921871,-729.926616382,4131.82274763,-1512.61108518,-1617.25167207,-1529.53225068,-940.810273763,-201.440613281,-1430.13979089,business_cat
-20148.1790683,-15057.0899096,2989.71006559,-3272.28898404,-45.1936298677,2738.20043529,-3367.81279713,1595.64540888,-2363.69501388,-2174.3870709,-3137.50709679,-1354.59921882,-1026.39696654,5580.07760998,1117.40620858,-4436.00250147,3318.46726344,3088.9170108,-3130.80101847,-87.3889351168,2310.61437063,-3033.48781795,2874.71987801,632.442955862,-1477.27950589,-4959.97604383,-4757.36799492,first_day_on_the_internet_kid
11680.7730688,-16776.3595467,4031.54338812,-4200.86635155,-4753.81566734,-70.7501676654,-9600.92109168,-2041.07317216,1417.37328872,15524.7441684,-5284.90790408,-665.824811768,-1348.12506159,-7122.37974852,-1605.589695,-976.357613792,5601.48622163,-8716.57799177,5289.05764565,5536.0204157,-2796.93971538,-6843.57997407,-8950.11627131,-2133.0905019,-156.287504508,1593.64885116,4978.27279656,lazy_college_senior
18486.9576533,-13770.2147443,6779.93714221,-8973.1824116,-6661.84394522,-846.02243294,6733.96760137,-3365.00749492,4298.06898913,3408.95349917,-4071.10113182,1721.98255408,125.827960665,913.200216595,2268.86909939,-658.918580669,5442.26243415,1979.06199178,-1005.20456261,-929.941567295,8599.06395678,-259.844029507,4648.0040368,-3510.37875291,-7099.71006055,-4064.27278792,-3255.05973386,sudden_clarity_clarence
-2221.67932385,11572.7467393,31906.203838,14796.1773186,1395.01608723,-1341.30852935,-2502.61608928,6218.34847897,4493.13377651,-1441.82754368,2413.76739061,-1169.68863822,2353.55235245,-261.748549526,4541.06138752,-619.867112988,-1212.4836247,-1059.47679476,7.85594771117,-240.955212983,-1954.19938987,-246.564272525,-3302.22592875,927.979659674,1060.57356352,1238.31495599,1493.92401418,socially_awkward_penguin
-14259.6885218,-4964.71352748,-133.858236734,-7626.61166684,5216.16457267,-4603.79072727,-1455.40110158,-344.04956999,30.9886549889,1270.50794226,5232.92149854,1539.64608118,-260.598479039,-2751.04549665,-1883.62333879,-1033.25481442,1895.55386473,3086.63747283,-2635.50606849,1441.16588757,4466.57026818,572.505276126,2215.90777768,5188.39575558,1019.31287507,-1820.8647108,878.555517713,sheltered_college_freshman
-3057.79919168,12062.5777936,4809.65151368,-8590.80606348,9236.72133416,-7900.54697915,2966.25167665,713.112957487,3755.22995662,-2384.08363437,-4391.59993874,10388.63401,-90.3872092627,-228.953947073,-6401.72426621,583.233864577,1007.86530439,1150.45026369,959.294614669,1837.5616666,-4119.68536646,128.998623412,2087.86331302,-1990.6829287,-2012.23523586,1482.39832239,-2269.31564125,bad_luck_brian
15824.4495572,642.491693201,-14624.4715696,6720.18552007,-7001.88021145,-16246.8587026,2560.73199212,16291.8007138,452.65786296,-1965.30969068,187.493280996,-5132.76742897,-2076.1941415,-411.98454021,-239.548798358,-1931.73913665,1134.86626628,-288.813010568,1209.458041,93.5562348339,-837.996704563,-144.951483778,-4995.86352881,-3689.43255578,1541.88538332,985.747027167,-1410.47902949,paranoid_parrot
-4216.93958838,7286.99658869,28539.6707408,13304.9029309,1648.54505729,-1113.52859351,-1195.91309042,4833.1970777,2449.44209088,-465.84328406,1015.72873233,-2298.0398488,1510.86074857,-1381.4935669,2398.23891856,-2673.6213565,61.8271910125,340.605311833,1218.92804963,-1983.70891273,1028.01870944,-512.382598118,-81.6414149525,-1366.53574037,270.594110123,267.38641981,-494.556682548,socially_awkward_penguin
-13719.6320723,-6037.59855801,-52.2968620551,18.1510585745,-2130.44005811,-3202.5199807,-2744.28843603,-398.93504972,585.090729214,3318.40426541,759.750648002,-822.908026066,718.979704688,2092.38289032,3377.81967528,1096.92631213,7883.42161372,7220.70255688,-770.55245408,-3465.68179594,-407.49497683,5438.70656479,573.515480319,8543.56207821,6945.51146544,-682.146067354,-3791.99895064,overly_attached_girlfriend
-8442.8251155,-11507.947057,5142.76264855,-7712.32668488,-6411.23758215,-1086.5989508,-2600.95136208,5978.63953375,-4961.62036048,-3312.88106267,3806.70952896,7619.6996118,-2498.47317835,-2484.64076199,-4603.02098148,-2298.24828793,-2934.65022454,-451.386554306,3518.09510592,1807.77405655,500.627355994,495.014127493,-656.170697891,2581.16341884,3110.46155237,2328.85898092,-117.570404495,minor_mistake_marvin
-494.444184185,-6671.38521874,-3060.15160673,3232.75286103,-4021.12443145,124.759283013,-5079.74359742,2031.63194665,757.945919083,26.3279698018,904.716538183,-240.823618461,-561.909384643,1866.84495229,-1046.29572158,-740.930759753,-3944.01259708,186.862763183,3568.19967465,3608.74756585,-545.634984869,1412.32049875,4197.57898319,-813.518890819,2939.30949675,1017.40656896,-1191.39991956,evil_toddler
-4479.53182411,8593.95630769,-7049.4217476,1549.92157346,-5531.44452695,15115.9092393,-2378.68690134,1832.66518896,11650.4863043,-2783.32164738,2655.14532578,-386.956115928,-1919.27156089,707.900200814,-6707.30284954,-464.510341527,291.430145455,-2618.9571159,-2476.86076599,-787.658714947,4684.4966561,-1418.89331278,-698.348932585,-811.175628005,-363.848269101,645.482848055,-3227.54524662,business_cat
-11335.5195503,1739.70008296,-3348.55910709,-9383.72531243,9291.86779953,-9602.41915132,-7289.59217191,-8305.209922,4770.7913533,-4040.60032001,9999.95432888,-5201.79063902,-3702.05957932,-176.288907592,3745.72348372,-2241.36649284,816.066940018,1452.59283866,-1665.79889007,1136.01914079,779.405348842,-2023.73235365,-997.065938036,-1299.30187259,1506.52165352,-2088.15293569,1777.97474701,sheltered_college_freshman
2031.34267696,20805.9754392,-129.091355975,-716.230725501,49.1750415835,-903.985469535,2030.90064791,-6138.48245211,-5452.90846076,3366.38268177,-2842.32033109,-3501.13716635,-4292.19156412,6471.27759461,-4290.64859601,4051.55375057,-2865.0206233,1326.63703095,1583.35306851,407.568853393,-626.940669488,-3640.24938447,-1764.63036175,-5706.179831,4928.04813425,-2119.42784196,-2342.19890826,high_expectations_asian_father
-3793.92857045,11731.0971199,265.344601212,-2819.71242253,-2682.92855272,172.493795237,-2695.31760147,-1246.95635379,-2345.07079137,-4350.55292809,-9367.29326606,-4440.22960212,-223.937137503,-9519.23373417,-297.209594472,6246.8149936,-869.550420412,932.724332798,-1405.47403661,3015.30834256,5286.41463023,3239.08885764,-925.249783537,-1575.14710168,2426.85075909,-83.638984432,351.709226978,confession_bear
-14949.0448661,-1186.90363079,-5245.37599365,-3980.07992832,10796.7011147,4758.96718225,4830.54037142,6971.04355729,-1906.21803748,9336.86384338,1152.72138022,-4568.42589084,4416.99034097,579.135894395,3006.66850567,882.017144349,-3250.84954607,-2477.11310729,-156.268512688,425.226285212,2130.08252122,610.905808969,-1301.13064932,1906.77763748,-346.807987999,-1426.05481376,-509.140118071,college_liberal
-11302.1610189,1560.58620634,-3459.3462433,-9625.88494285,9629.72490281,-9669.5416925,-8012.40201636,-8494.39355761,4292.27493416,-4102.30551655,10591.6275007,-5585.28075189,-3538.78960649,-895.313997898,3761.56588777,-2083.41236576,1492.19670482,1584.93873365,-1463.28736126,1181.20441385,1224.34900702,-2281.82798215,-844.893696943,-1935.731594,847.494267556,-1368.17862915,2133.20789447,sheltered_college_freshman
-11397.7037409,1544.52202478,-3204.19499544,-9073.03161038,9420.78531447,-9317.26252668,-8569.70597659,-8314.69506641,4440.28776569,-3665.90020951,9709.89075329,-6031.80910845,-3887.19434085,-575.519609159,3890.71909576,-1921.14425611,1622.58506221,1114.98495119,-1086.50006845,381.639255558,613.207364333,-2591.07029195,-891.802325659,-2381.28870855,1119.02139994,-700.288748428,1884.27798177,sheltered_college_freshman
-4203.29945582,6239.97038451,28865.4151163,12770.1483676,1815.27845017,190.609961877,-1507.05579446,5559.47116914,2024.1800535,-62.3259697496,1143.69433679,-1115.03666195,533.00321876,-820.447950712,1182.31489955,-3548.54469598,-1271.82741262,1524.98022125,-245.03938762,529.651020524,266.712866466,-2519.54466511,768.699581707,-1.83546310826,2205.47373231,1464.91997452,-684.713235556,socially_awkward_penguin
15214.9064372,1153.67964493,-12861.3403365,6852.16570187,-8276.71063461,-17527.4052233,1375.6394219,14660.3944327,4946.50091562,680.047486441,1432.88975583,-4650.67613081,-3239.93314073,3175.64975274,-668.344614525,-410.818385445,-1422.84484631,408.651877941,-4368.54465902,4035.46961241,3044.96025575,3157.65015137,-39.9340567297,-1459.53754904,-4072.39008052,-4039.88957437,-3448.67270982,paranoid_parrot
32887.8385178,-5448.95948704,-1922.89934148,3566.54405901,7378.08162425,1232.0790607,-2007.88914546,-5264.95047675,-3264.4060483,-1405.70843243,-4047.86520918,-5069.74986412,6988.37250239,65.0300006662,-6036.23553269,-1473.41056751,878.751361635,2715.57697242,-3294.15057945,-1027.65662517,-2540.88896066,-2673.08893959,-482.000798545,-1237.74825752,-1525.42709708,1425.02314254,-1347.14241929,bad_joke_eel
-20387.7670265,-15869.201273,2934.52127753,-2897.70745147,-207.376351449,3213.77172623,-3375.67471159,2322.36303621,-4438.66084119,-6052.44335263,-1026.66359121,-1944.76725135,-862.988312429,2514.22865171,2137.61084636,-3733.56670327,4142.01529832,171.170155859,-170.393284852,-1920.11763417,-222.15168314,-1680.67142673,723.242504425,-512.577323572,1043.66605539,-660.561662739,-3587.09603628,first_day_on_the_internet_kid
31210.8409847,-4485.29978931,-2958.63727746,3742.13930788,9125.99522106,1048.67431622,-2038.09518894,-5351.20625014,-2012.71379035,-4315.22131706,-2587.79097611,-6655.40272315,6241.72004969,-710.329254689,-3741.83590849,-1159.89816186,-623.308250947,-2267.36286399,1791.15468372,-3025.34533676,-8375.91275297,-1529.46910458,-31.1987248195,-1118.15182028,314.804222805,-558.250358909,-772.717371891,bad_joke_eel
1365.82771777,14082.597499,7663.43973497,-6814.69121501,4717.60266407,-8822.53849482,3462.95200083,-2689.01314549,-215.957166053,2628.87185191,579.884774001,6133.21179987,-2151.85585719,-2092.83983876,-6186.73192335,2897.91022202,-594.255388234,-3354.87252334,-1269.5912025,-5901.01740067,2596.68324903,924.156555362,7409.13636203,2585.12612076,1785.55633207,6463.6256135,-345.186617575,bad_luck_brian
10583.0625683,24979.9572502,-859.539765823,796.661480869,-7643.91177258,943.469795277,1676.47532124,-8561.46019675,-8218.88490111,7997.88167331,1461.50701206,-1710.55083072,-4374.61657007,9571.43800032,-2844.05555514,-410.574096745,-2985.39786245,3223.19315969,422.668980121,2940.77690689,4056.966939,-3378.27685129,-583.590693625,-1160.22798492,-1130.69932424,-1952.62364831,-937.907027305,high_expectations_asian_father
-2383.74798304,15444.3087476,2564.2005096,-8015.96352293,12974.872516,-9048.28807273,3707.61368947,291.767577929,5231.30079548,-928.730987167,-4318.13909478,8563.00164653,1378.93431624,1571.71300291,-5962.93205383,1432.26975549,732.05277597,511.140008164,1648.72737257,2137.03432137,-1795.03034423,464.442805014,-41.3922204951,-2777.46258003,-2386.94671685,2479.89770273,-97.3001310841,bad_luck_brian
-14677.4682018,-1700.72131736,-5046.80966089,-4430.82508942,11146.6276244,4440.7618674,4430.44469514,6746.81296491,-1918.26583993,9734.19466056,536.150911561,-4450.03839801,4785.29661654,1079.43176437,2195.6302745,492.094237861,-3773.27411597,-1474.13778148,-1360.84079104,700.667118671,1214.47920595,-1300.44991325,1871.54146187,-663.529526266,-569.319944258,-198.728600074,-615.54639369,college_liberal
2500.09841352,18630.0170142,2741.58488972,-1670.14211729,-4804.53727324,-319.624836031,4067.14071014,-6299.53803363,-7859.51633522,3228.18833641,-1328.42316191,-664.741219042,-5100.96365719,5556.4630237,-5065.59857749,3679.19417388,-2824.55932752,4323.28536732,258.784004994,3056.22345069,1097.87723744,-3833.79789086,-1520.79224451,-1551.08022476,4721.63305942,-4456.4342978,404.441264592,high_expectations_asian_father
-18472.81088,-14821.3261601,982.256015616,1097.79899068,-142.599207252,3241.81554968,2135.69132238,3453.75098771,-1424.26564628,-1000.61388815,1831.88659246,4033.11814343,1342.07083129,-2624.12591117,-6305.08040056,-2098.38788949,585.704635487,5272.02814382,-737.277075885,-990.471462306,3748.60618215,-559.393712307,510.518265382,-237.493748611,4446.88630743,890.299476792,6690.06617101,overly_attached_girlfriend
-19263.2866147,-11493.8335908,-7407.90232656,16017.7313083,1016.51132041,-2797.95948859,8192.1709132,-8637.6924234,2373.10115505,2830.79925571,-875.84579222,2959.18687126,-2483.23932181,-1559.7008748,151.098230731,-258.591593463,-3231.4775269,-593.362695117,-1299.54974043,907.368395017,-93.7440111198,2828.81994363,-108.031960871,313.150352141,1397.60269516,-909.846614188,256.263487703,advice_god
-2778.64128699,11557.0205624,-24.0759803609,-1437.89904714,-3442.42267535,6385.06014218,2709.74047774,956.94074736,-7487.12344278,3139.182076,1940.59049277,342.465531494,-2187.7641512,-5520.3582602,-398.749128077,-1480.47814648,8212.29507479,855.571179418,-5742.65704519,1998.05234541,-557.497816216,1015.63687345,-341.940638486,-2072.9583723,-2116.06025088,2384.96200433,-807.885734184,philosoraptor
-2145.14980375,10730.0796287,1406.67347157,-3249.91608566,-4610.21330233,280.960414169,-2845.34840922,-2279.18427516,-1615.60337965,-2816.48862802,-7982.28162873,-5184.67818916,229.583087459,-7157.52642557,-393.833927119,3733.84810524,-544.355721549,1506.74814422,-2601.59189091,-717.034440059,2848.95955388,-475.561443871,4403.37468506,-2427.33853907,1103.46440509,955.233543156,1388.45500628,confession_bear
-18118.6617197,-11245.7303254,-291.411993342,-1435.52023564,465.876879012,2954.26969399,-1499.33559835,4644.36386537,-2979.78269453,-610.795907966,1427.14446696,-155.828154498,-1376.53817748,-1692.62737421,-5655.35165644,1493.88042119,-389.348850009,5797.08204003,7657.99451646,1107.35614493,-1965.8077619,-1020.81985206,-867.131478467,1152.91558047,-220.390166271,3442.24861075,1298.41775304,minor_mistake_marvin
-899.523728661,10636.4207829,-191.257828675,-565.276903692,-3576.85466897,4724.35572522,1427.05788357,445.445078722,-4283.86166392,4177.06169187,2528.29632105,-2042.35268054,-2723.20498354,-1224.71832372,-195.848468573,-1046.74411695,1179.07753878,975.311311868,-4691.45426416,1796.57418464,-2715.82971318,1180.53956456,2150.87452828,-1451.18330171,-946.70254227,1873.01560485,905.092485505,philosoraptor
7958.30351161,21342.7805543,2839.639815,906.070472335,-7346.54532327,150.234495774,3292.05637229,-7671.9663001,-10026.9693737,5569.58841107,3104.81245971,-2621.20831988,-2763.54867493,5722.31103382,-3129.92732166,-1575.72036873,-565.032990861,928.168672147,5480.11803994,-861.53356161,5581.82993151,499.75850745,-726.60544579,-4824.88039202,-313.636608014,-1182.38387772,-1954.99387213,high_expectations_asian_father
32787.2680687,-2320.52143478,-4695.22405327,6799.57833673,10019.5300383,5703.18141047,-3662.77445117,2100.03198794,-6227.05791056,-3618.12858924,3613.88522223,9628.28649585,-3296.65357712,179.156101069,649.794892647,2791.95941007,2489.17247169,3189.91475836,-4128.17283716,624.709906586,7063.39912612,-1988.42357546,-703.409062203,-586.456875585,-487.595756197,573.022960004,-130.299439394,unpopular_opinion_puffin
21062.669884,-9832.85729969,2343.88315884,102.394289895,-2535.72976151,-1028.23730569,-3463.59562386,-4332.93736266,7431.34057401,12360.6970834,1683.13012183,278.532434639,-2967.9968864,2704.51212807,-567.433419123,821.270524928,190.297569031,2060.34727869,-5487.07918301,-5095.77877996,387.242491706,7502.35052455,-2177.22804165,2809.02205784,-3477.79888665,-2593.08925737,5417.88626827,unpopular_opinion_puffin
-11783.4360509,725.090099965,-2652.22655552,-9395.95290552,8469.46896983,-8236.89810764,-8172.19473553,-6997.48604577,3233.71838227,-4972.42233458,10270.338022,-2991.51237691,-3321.81506436,-2670.54301895,3891.55415393,-1477.34068523,2062.47679916,1148.45218127,-38.4417505438,3113.03507056,1310.82030434,-2622.50537291,-1307.76034968,-27.2816986159,1477.18249233,-1356.49818439,326.385529537,sheltered_college_freshman
225.455993104,12736.5482232,-6239.48168592,-954.828153632,-4559.59590372,1917.86124551,-2878.63890039,-896.175410229,-1403.55318724,1226.28947972,-2922.2974656,5244.93395997,4323.27778083,-1390.55461072,6524.92603165,-5583.81414056,-3947.21517974,2823.5516708,915.066853899,-3781.29169909,3318.86402604,-330.273673406,-2544.31891316,734.360409063,487.342812625,1342.96967153,-837.178781039,good_guy_greg
-14638.5890746,-1363.24659845,-5264.3862908,-3668.47219125,11124.4226622,4215.22573017,4251.01635579,6420.52937248,-1664.21148611,9061.86895105,1006.80644096,-4623.34645304,4351.52839265,741.067242658,2646.5635128,450.143565041,-2724.01960802,-2264.80355484,-481.505706976,564.636782638,351.213761166,-919.142404927,660.547281657,-417.052451082,-407.728906182,-246.824205565,143.924949105,college_liberal
-14815.5040993,-2289.44770218,-4910.36241102,-4862.76845082,10852.2301455,4775.57600222,5780.49237258,7544.1438534,-2413.54248066,8430.77112741,1489.75778307,-3333.50406884,5359.13005885,314.156124677,2480.5124362,766.888239202,-3443.60680278,-1755.83989738,-242.634033849,937.835759154,824.466214261,-266.301536043,1129.90421671,242.431481528,-551.036810683,-409.198586642,-256.905925152,college_liberal
24905.1103178,-3680.87727532,-3940.43372533,4737.22733043,11792.1250194,9154.05535619,-3745.22249089,5283.80428598,-4081.98290401,-5064.16338357,3010.21761333,10544.0131363,-8215.84881873,1086.20376907,6497.62581604,6001.95666139,-1401.08423829,-4723.85578581,3046.79047096,4808.52170501,-4260.63959049,-5154.12132252,-492.265862335,6962.586455,1260.30323818,-3501.3935468,760.799290309,unpopular_opinion_puffin
-14686.0593864,-765.922075097,-5226.10164955,-3937.68084701,11223.521492,4552.29896973,4449.05332952,7078.41564909,-2205.73922268,9853.42484245,645.528644471,-5377.48356579,4375.85332637,727.90349241,2909.31075893,1279.80339956,-3982.29269723,-2503.50945797,-623.135466247,-145.516713894,3112.32331918,-19.0362334642,-516.430474784,705.143441756,-129.755999184,50.3592164972,-1060.52885845,college_liberal
-19418.724964,-11746.6094002,-8381.65448402,17501.603362,1263.38867666,-2819.54659367,8388.58747947,-10133.7369673,1877.1764948,606.213780532,-1959.44953054,2710.99937019,-2105.2912972,-2759.24031566,2140.11141495,-26.7229023393,389.701435612,-1367.32666895,1290.75921867,24.4827999502,-334.524651525,153.45239104,-247.801335987,-1520.51893638,327.478616913,222.492848875,-762.944772293,advice_god
-2318.45280373,12234.2499042,24.257076296,-1935.97079178,-3884.83029453,1408.14551233,-2403.84627028,-1164.75955759,-1825.41173439,-5639.51763969,-7443.27852913,-4565.81163435,333.956113157,-7620.54904651,1356.18335168,5131.79384288,-2314.93312663,2486.88687161,-1077.08134282,4074.74883878,3907.96336493,2571.13364696,-1101.83744084,432.090500698,1091.82663385,-451.989033957,514.181051511,confession_bear
