0,1,2,3,4,5,6,7,8,9,10,11,label,12,13,14,15,16,17,18,19,20,21
-2197.89996655,11403.3562023,-8164.54954403,197.821539417,-5468.35344977,17315.6970761,1349.88980402,1088.80680642,15934.4925575,-4812.46587993,4169.83061816,-707.290380168,business_cat,3.2490537753,2183.81664967,-4782.65876681,-549.103670243,185.801011446,3278.18466172,-54.962474834,646.675006009,-38.7325769755,-533.822126726
93.1626502271,-14165.8857285,1854.20186014,-2572.50809612,-5163.45846232,-1049.59743474,-6650.96184049,1865.1783031,708.158053128,3673.46497092,3552.74488903,4946.73987714,evil_toddler,-1860.72849412,-5995.96440784,-3937.08083467,-1022.79881595,-3474.64360915,-3.8978138067,-328.918329891,2609.62724738,-518.052918069,1895.95052326
11028.5392132,-17155.8629867,4822.27789202,-2300.01818104,-5869.68785745,-884.583461442,-8153.53051738,-1481.82274613,5268.6089943,6919.30847831,-3826.06072982,3942.35505288,lazy_college_senior,-675.528092131,-6484.13759915,367.488659107,115.694552928,2135.17471706,-2126.29756257,2028.58618096,-4543.17846719,5336.03260307,-2405.82901685
-2479.22656174,1964.49174987,-1832.34622102,-1740.17549431,-4039.28442665,-655.403700375,-2249.21344727,-868.192300506,-875.863614216,-1399.02369638,-6212.01399258,-221.351358486,overly_attached_girlfriend,3276.79113629,7975.93500503,5463.21920625,-2270.42503979,7076.07059849,-5349.64083763,4745.50213917,-3518.0414891,-2490.13501638,4399.04934987
-3011.83483179,11149.7473552,-8217.7363876,1646.65226281,-5359.17069174,16293.0288578,-647.193569652,1441.65665882,13368.1420957,-3760.16663782,1745.39535774,-767.293524969,business_cat,263.805950006,1701.0773399,-5353.35941482,-997.371433511,1673.70972666,473.179645834,-1593.61025369,628.943777781,4408.38479348,-1107.60313709
-20148.1720917,-15057.1935308,2990.66038177,-3273.29913167,-41.337589717,2739.29416616,-3360.15057109,1595.99293822,-2364.52156696,-2168.7904607,-3075.17494226,-1508.17644026,first_day_on_the_internet_kid,-1013.28580574,5509.76569836,1114.71884253,-4438.50704858,3174.34558919,-3417.23348715,-2851.96550864,-700.510198764,2635.97298606,-2107.91991127
11680.7689216,-16776.3288214,4030.95331457,-4200.23260719,-4752.399973,-71.5236423917,-9605.40039029,-2047.524109,1386.7764514,15524.0889783,-5302.04058288,-629.325416714,lazy_college_senior,-1321.44180983,-7200.95814596,-1638.8990736,-1067.60409563,5808.50289864,9237.60368733,4492.13672549,-5636.92913565,-2222.60761847,-8618.90039627
18486.9568902,-13770.2931836,6780.50642185,-8976.30849905,-6661.15941289,-845.110295751,6747.45048987,-3355.31390884,4286.87854547,3407.05322236,-4105.69309955,1772.31825566,sudden_clarity_clarence,76.7403789412,938.305990655,2440.04349024,-518.200909967,5644.50474616,-1753.92299302,-895.091529391,-5.4448689332,8385.1539354,2673.10842237
-2221.68404034,11572.7711772,31905.8783941,14796.4003832,1394.00352008,-1341.84148965,-2502.21007486,6218.72127091,4489.83183972,-1438.80266839,2392.27794166,-1142.74075728,socially_awkward_penguin,2358.43776604,-239.321986924,4518.67633137,-638.738635812,-1113.46560893,1115.83043477,-141.203778423,67.6243716933,-1947.78159317,-1124.09075466
-14259.6973798,-4964.66647527,-134.903364204,-7626.15595629,5216.02396691,-4600.54355588,-1463.50791252,-350.299818183,20.4787063068,1232.91768347,5234.12186083,1505.38294689,sheltered_college_freshman,-186.626304784,-2869.04388979,-1885.39736876,-1039.03360876,2005.61191039,-2971.16578963,-2862.30334768,-1586.24281382,4657.80359476,1817.54484007
-3057.7902352,12062.4863709,4810.32130599,-8591.92950741,9241.14075909,-7901.64814677,2969.35425285,713.346977324,3760.4583033,-2363.14674364,-4377.14740095,10403.4078949,bad_luck_brian,-151.246370351,-263.276874848,-6495.52512665,482.398052488,1134.85075711,-1142.37351448,1235.00927821,-1396.29401831,-4202.08463932,257.200366227
15824.4549737,642.470610252,-14624.1754806,6719.8006147,-6999.82988156,-16247.5932133,2563.73016005,16297.8563405,469.27720803,-1952.26129566,166.297497023,-5128.88584334,paranoid_parrot,-2066.14353583,-382.470107304,-253.191715263,-2015.0342987,1196.15206193,399.977758093,1397.20135718,424.513257082,-847.478630223,-2150.35576634
-4216.94376564,7287.04361108,28539.432686,13305.7126117,1647.37367092,-1113.56703369,-1193.26175287,4834.87354023,2450.61249824,-473.439582541,1006.15368013,-2302.32604496,socially_awkward_penguin,1545.77871016,-1362.84880605,2421.15174415,-2616.22728559,61.1096922416,-140.311559489,943.135179052,1826.41031812,1238.35661066,-737.0327951
-13719.6076759,-6037.70237922,-51.2164270866,18.0417451696,-2124.68386908,-3207.02586616,-2735.5773278,-378.385173502,611.88050765,3358.51011786,727.539663739,-701.963710875,overly_attached_girlfriend,679.396129971,2281.8840627,3585.46780477,907.37970859,8164.54513248,-6945.95705628,290.322170021,4682.53112151,-1252.00262614,1106.29553287
-8442.80830612,-11508.0386976,5143.82468008,-7712.55847213,-6406.46313452,-1089.20896301,-2595.77543568,5979.22381722,-4944.82244658,-3280.11032424,3792.10361069,7642.39699601,minor_mistake_marvin,-2560.16486721,-2467.06754636,-4558.5847774,-2347.93141833,-2918.42669033,497.819694261,4405.12886051,-1076.77409087,-198.173869314,-1332.49880999
-494.432262448,-6671.49616696,-3059.45070695,3232.02976291,-4019.07296779,125.344940617,-5079.03498802,2027.33535307,775.904307996,36.5836723128,887.672140656,-272.853721427,evil_toddler,-584.371290559,1852.53236844,-1035.87297425,-775.113539244,-4044.59393919,-378.392898905,4361.19822374,-2891.28277758,-1317.13436406,2143.17771205
-4479.53939218,8593.97463563,-7049.85198352,1550.21789147,-5530.84872467,15115.2177322,-2376.64237192,1834.14497057,11652.6553577,-2775.85003914,2645.39808489,-383.922432585,business_cat,-1915.97772126,711.754257363,-6732.75853342,-481.404748163,464.692370732,2747.93260163,-2865.3861783,530.251165072,4839.68682137,-229.235738968
-11335.5219713,1739.71566576,-3348.74638002,-9383.38642083,9291.09962799,-9602.47908547,-7290.69235921,-8303.60681123,4775.9093176,-4040.24452549,9991.84396883,-5240.53661517,sheltered_college_freshman,-3665.09447307,-159.381982888,3744.12288499,-2233.58737234,811.441510179,-1494.40992539,-1565.12918453,-1512.84100513,1199.73677594,-2006.04283176
2031.33686582,20806.0107363,-129.236825349,-716.664618617,47.7923952679,-903.579211711,2031.46420651,-6136.77127465,-5449.81159964,3345.25068015,-2847.08705213,-3486.03393996,high_expectations_asian_father,-4295.34979503,6458.42554223,-4257.46924842,4061.96920598,-2725.16177355,-1122.60377382,1358.72480029,-335.902113429,-143.286174524,-3798.11047041
-3793.92008761,11731.0436243,265.874212541,-2820.69192671,-2679.95325084,172.057521806,-2690.94001973,-1236.80231436,-2317.61944505,-4332.40531825,-9413.18830769,-4392.80572554,confession_bear,-255.4661838,-9433.96326865,-163.907556048,6196.4962559,-787.819401502,-1097.30866323,-676.512789601,-2573.7378891,4938.7970073,3034.85915486
-14949.038637,-1186.95083366,-5244.87150581,-3980.77491193,10798.5237761,4759.22098178,4834.92067316,6974.78929885,-1908.33251043,9347.43642989,1125.68195028,-4550.58242931,college_liberal,4415.31470835,596.846525283,3040.48642672,842.822797306,-3351.56896807,2365.21369523,129.197878131,-290.892794006,1947.68400585,153.998408759
-11302.1640319,1560.60714524,-3459.56277285,-9625.51556591,9629.16834093,-9670.20519825,-8013.08131193,-8494.06581794,4294.48488305,-4100.31301406,10576.2503488,-5617.12150629,sheltered_college_freshman,-3501.59296831,-876.603855654,3765.58287414,-2096.10212494,1541.56543649,-1575.73359825,-1381.23115028,-1549.06747845,1596.47105994,-1966.96481695
-11397.7083076,1544.55353493,-3204.56719932,-9072.70727023,9420.174577,-9317.65299,-8570.60032947,-8313.08195579,4441.07138699,-3668.26101427,9696.17980154,-6063.88851836,sheltered_college_freshman,-3842.95297468,-565.356407797,3897.49473949,-1926.76757794,1697.21090925,-1071.59473116,-1180.64874137,-770.760651597,1030.93451434,-2321.14539991
-4203.30767208,6240.02592108,28864.9598685,12770.7770407,1812.8150355,190.711553039,-1504.53816552,5563.97812451,2024.8294366,-75.513473347,1125.50845023,-1109.87156499,socially_awkward_penguin,542.485241606,-758.117322999,1166.88565451,-3460.92514046,-1223.45963022,-1404.29940477,-426.238999465,-1044.21309269,849.854065339,-1943.33417976
15214.9144717,1153.58303765,-12860.7647785,6851.32439066,-8276.18102664,-17528.4507444,1379.5469673,14659.008235,4959.44826832,693.974588925,1417.88277695,-4689.14074651,paranoid_parrot,-3266.05299148,3267.77945322,-601.740826881,-447.950823681,-1542.87579296,-743.687317111,-3447.50600841,-4202.82802637,2728.04198121,4252.91400223
32887.8362198,-5448.91616393,-1922.94800399,3567.62823615,7375.94801167,1231.89983587,-2009.03418371,-5265.71082741,-3261.69950679,-1410.92395861,-4076.25716032,-4984.58424244,bad_joke_eel,7011.63288842,12.5921804979,-5959.86392858,-1362.28719368,948.921065502,-2840.80481108,-3757.79073456,227.050969094,-2248.31975888,-2909.9008309
-20387.7543036,-15869.3099349,2935.63358774,-2898.93801099,-203.062754552,3215.6465222,-3368.37279486,2326.35575659,-4430.70955519,-6030.57441633,-981.740479675,-2039.91935009,first_day_on_the_internet_kid,-859.528637465,2449.46600633,2095.12230478,-3756.10526688,3955.00258734,-273.010080137,-204.881724978,1751.71766058,-341.695073909,-2500.80809394
31210.8379944,-4485.32045221,-2958.69007359,3741.16712631,9125.92729056,1048.99073031,-2033.70168512,-5350.26443287,-2006.83778757,-4337.18925827,-2634.70392471,-6605.96322084,bad_joke_eel,6266.51574465,-736.205677672,-3659.3846509,-1049.5676686,-439.095963136,2501.12102592,967.824591544,2172.16798429,-8223.64192999,-2715.72452466
1365.82478107,14082.6251093,7662.41914219,-6813.29955873,4720.54391625,-8818.96835591,3448.24296683,-2697.84279236,-254.421856403,2620.35881102,630.103488313,6084.49797591,bad_luck_brian,-2125.72399586,-2218.42549066,-6199.24734405,2787.96824309,-704.28961964,3617.60538495,-2635.7999699,5831.83896114,1963.06273118,2451.0748494
10583.0622195,24979.9644904,-859.388296155,797.1994427,-7644.72931875,940.199836069,1678.81217718,-8566.63395739,-8227.04386691,7985.0182314,1441.60438504,-1722.40392664,high_expectations_asian_father,-4353.46506245,9621.92845616,-2759.08969689,-406.57053663,-2806.25079055,-3321.65202835,1125.83576651,-3041.81477679,4371.21969464,-2326.11133058
-2383.74092165,15444.3044151,2564.55801163,-8015.84156974,12975.6726783,-9049.23606919,3709.12673572,290.466403032,5237.60451631,-903.101309637,-4298.77702288,8599.31197747,bad_luck_brian,1343.21288397,1584.07482287,-5968.33565388,1436.74281131,686.642349437,-423.492268287,1804.54281586,-1633.26796052,-1819.2438252,289.760784672
-14677.4686155,-1700.71599592,-5046.8234478,-4430.83439731,11147.2985966,4439.74579335,4431.55179208,6749.83758515,-1927.53896459,9735.24624768,515.227599232,-4428.06665287,college_liberal,4799.55070934,1098.04001066,2234.91487554,443.72333151,-3762.29386254,1408.22959817,-1454.76291229,-1010.20654856,1493.59816271,-387.231460074
2500.10440669,18629.9876152,2741.96782266,-1671.50163621,-4803.07399596,-317.590650548,4068.71104653,-6298.88875771,-7854.06441247,3221.36396225,-1326.5721398,-669.289849249,high_expectations_asian_father,-5129.12086589,5540.0165427,-5011.20485384,3667.48454161,-2707.90904348,-4256.14398189,507.825997537,-2925.67832509,1496.32184209,-4536.19556508
-18472.8059644,-14821.2962077,982.048271775,1099.82469544,-141.944102876,3240.4914102,2134.10970163,3456.12449413,-1416.13956279,-999.137832397,1880.67267282,4014.05858186,overly_attached_girlfriend,1351.68679082,-2605.39442175,-6240.39165419,-2159.15606169,772.386160241,-5000.14200755,-985.704063638,1111.64744319,4023.01634182,-901.449798642
-19263.2903429,-11493.8143568,-7408.03761661,16017.9618847,1015.13207245,-2798.77653903,8192.8644899,-8631.08029206,2376.6304809,2825.1783785,-864.485834266,2958.66141674,advice_god,-2511.83576652,-1487.7769194,222.52228847,-219.908322945,-3255.34479015,518.769793095,-1060.280036,-1094.67940767,-43.9585382197,2602.43256288
-2778.64407933,11557.0048825,-24.2024227944,-1438.74888825,-3442.53724175,6387.08439576,2710.46105729,960.266338043,-7486.46435852,3121.88972113,1949.29198581,308.513119912,philosoraptor,-2210.77505736,-5502.427204,-394.97151317,-1424.25747755,8147.52954144,-1106.03854485,-5734.2304361,-2534.90681621,-440.528677046,2198.04049972
-2145.15480984,10730.1498937,1406.29049868,-3248.74115626,-4610.4576816,280.093134929,-2845.36657523,-2274.33125825,-1614.13267962,-2821.5354392,-8016.38586212,-5136.61809161,confession_bear,253.752722801,-7136.35761832,-263.342016135,3722.25244612,-383.538807937,-1452.95642108,-3073.80530958,269.340194041,3229.76200242,836.443735909
-18118.6793516,-11245.6290485,-292.341990656,-1434.70453392,461.99212418,2956.65129624,-1507.16461838,4635.81307548,-2996.49046416,-656.911239579,1436.96418848,-210.943937331,minor_mistake_marvin,-1316.81104328,-1835.28016923,-5739.77338644,1675.82122604,-265.494062004,-5288.79281483,7111.8936318,-1216.74147991,-1732.12047129,-1059.83865533
-899.531239712,10636.4645061,-191.551605326,-563.863300176,-3578.0039367,4722.42836379,1429.63106271,449.00583153,-4282.62672238,4163.87731892,2520.66696675,-2064.61435016,philosoraptor,-2703.28514537,-1175.79619592,-163.860286937,-1004.85916006,1217.54573294,-1154.85374911,-4654.14573115,-2409.60546454,-2500.02123235,2619.83568104
7958.29732256,21342.8425209,2839.39512529,907.203216219,-7349.09845755,147.648751775,3294.28419434,-7671.97166553,-10034.2142386,5554.35688302,3091.3847543,-2625.50467403,high_expectations_asian_father,-2713.91406523,5759.50966757,-3140.51483604,-1509.12438796,-418.150455825,-578.522956287,5644.53855804,1398.71870462,5548.09249174,876.272137975
32787.2789778,-2320.55802857,-4694.66215444,6799.82661134,10020.6042172,5699.53419186,-3665.24825166,2098.11660595,-6213.63157686,-3582.50567483,3616.75365941,9696.721204,unpopular_opinion_puffin,-3368.86642779,227.557782541,610.231493909,2664.57750178,2410.02120149,-3531.40752291,-3165.48954212,89.1014724814,6888.80379525,-987.161920673
21062.6844876,-9832.93889213,2344.91677733,101.818489475,-2533.06131229,-1027.55866191,-3465.33588309,-4342.50316199,7443.7441726,12375.0389967,1652.55861541,229.652552493,unpopular_opinion_puffin,-3001.27177122,2685.83923183,-474.870795048,756.835496902,121.464458692,-2721.89849209,-4794.91136879,5551.60959846,-783.991224105,5708.36816794
-11783.4327802,725.060688579,-2651.81311796,-9396.36056867,8469.63553862,-8236.89646983,-8169.02388974,-6996.6127073,3242.7085795,-4958.08809373,10260.2609189,-3031.35945612,sheltered_college_freshman,-3322.64518099,-2626.00890018,3876.95602966,-1461.58233693,2036.62890537,-1178.79521677,366.467928797,-3269.74274887,1560.59674194,-2678.10142047
225.444627605,12736.559318,-6240.23710613,-954.938622367,-4559.82986625,1921.18798623,-2880.49460607,-899.667335399,-1422.70966926,1191.15461762,-2887.68279572,5188.13235119,good_guy_greg,4336.6903113,-1450.26063003,6395.7848551,-5590.53427068,-3835.76323252,-2635.74522352,622.934628971,3695.58689141,3409.75459858,-240.700912095
-14638.5881542,-1363.24387362,-5264.25175735,-3668.60317685,11125.3147397,4214.70918846,4253.44632569,6424.77725284,-1670.18052197,9070.29354605,978.666559638,-4585.93790459,college_liberal,4368.67903176,752.896105103,2689.4117836,399.743156416,-2725.65175293,2222.77692601,-570.675278062,-708.701721064,518.182559491,-720.109942337
-14815.4998226,-2289.46636931,-4910.0039812,-4862.93625563,10852.8516088,4774.33859944,5782.74620298,7544.32837058,-2419.76826001,8441.23176276,1468.49386376,-3300.53343109,college_liberal,5359.64783881,326.280565662,2483.86648881,707.560034229,-3496.88887859,1665.39322687,-107.557855979,-858.314037845,805.674926507,101.119108687
24905.096815,-3680.72809689,-3941.66567041,4738.86725201,11789.9430811,9154.08322892,-3746.16484676,5303.87142615,-4082.67577811,-5085.29992312,3098.30386348,10421.3964159,unpopular_opinion_puffin,-8191.63110837,1244.50719527,6745.09154663,6148.81384989,-1641.97314944,5084.8776857,2337.67625045,-6250.83818545,-2679.8415196,-6123.47857993
-14686.0606467,-765.917449027,-5226.11206961,-3937.92140954,11223.3084426,4552.06964729,4450.29964714,7079.86853572,-2216.14097883,9849.59931521,629.441936023,-5347.57333358,college_liberal,4391.84527998,730.608198337,2921.68669679,1266.09071462,-4026.88801938,2483.75724605,-614.690409754,162.430924152,3142.04774262,476.1715881
-19418.7200284,-11746.6345783,-8381.32475981,17500.9929814,1264.35685784,-2818.91911685,8391.357975,-10131.297106,1878.45247126,621.279164801,-1962.61608998,2725.74815794,advice_god,-2140.54946012,-2737.77083343,2129.25137617,-39.1643632578,325.683071695,1380.51829373,1387.33353108,248.7107629,-564.057098611,-305.876568977
-2318.44224237,12234.2126512,24.8413202082,-1935.81791383,-3882.81080644,1405.29930029,-2401.93865969,-1164.61692025,-1806.898867,-5618.80895748,-7475.73305458,-4516.9848803,confession_bear,317.334772303,-7551.47632937,1450.44846102,4994.86984922,-2202.97466316,-2694.92728054,-81.3047127258,-3368.57482261,3609.91197378,2317.0847383
-17707.835895,-8903.17036652,-7832.33158848,15593.0555467,2477.40653013,-3092.98026118,7698.41102353,-9274.54782498,2345.31653856,1709.48405648,-1973.85004194,1571.27071475,advice_god,-93.6951050891,-827.36021518,656.769604088,-762.602041476,2097.94863603,1387.93228349,-1693.89585668,-639.322483743,-1259.11771176,366.499342239
16908.9894724,-13123.2110937,5451.10220547,-5321.14624334,-8338.84616429,-3398.65080565,-7797.60181415,-7020.94407574,6365.48354925,15023.8912652,-7729.37864073,-48.6711769805,lazy_college_senior,2563.31241173,-4440.66433551,719.768711584,-2270.47110573,6575.79317855,6665.35742949,4475.95488046,-7092.65209788,392.83185847,-5287.39332157
-5754.1657455,6785.23209227,29193.068572,12869.0761428,530.222478642,-1486.15643982,-1827.97417489,6314.08959531,3138.00321728,-468.815055008,795.664480483,-243.981040608,socially_awkward_penguin,594.772003387,739.832289756,1693.85972255,558.808529845,-198.981505885,-1479.14419928,-2594.4115638,-551.600765925,-1154.80454613,-3084.27792496
-2817.12762791,7155.53466661,3069.2109452,-5639.50641291,-4414.09607293,-25.8019395583,1180.53688196,-1333.22251702,-2245.09759427,-3860.45523088,-4502.78539968,-2400.27527024,confession_bear,1531.55567548,-7991.2813748,956.494589745,1123.29527242,5.1799529245,-1526.44372459,563.556609964,-1137.6324119,1268.26442505,1762.03021059
33722.2965578,-6382.99627147,-164.069320528,3573.9695917,4744.00306308,-1885.74222661,-1526.48263989,-7720.2861461,-944.746779367,3884.50875126,273.665313339,-5043.60154956,bad_joke_eel,3191.78659534,2852.75335673,-6129.67999718,-940.177053357,-863.770052672,-8080.03914714,-8081.88763972,6869.83446773,1684.50362152,3624.80048427
-2998.04118912,14461.0586052,3129.3895421,-8801.34189614,10827.8580871,-9221.55738766,3596.99905379,424.287237401,5183.88023453,1124.33284543,-4107.64860701,8332.60206142,bad_luck_brian,1111.86638175,1115.6998704,-4902.17853144,773.107670945,768.330817255,715.079204243,571.515512741,-530.291660023,-994.920420544,1520.97216023
-3536.47134849,7525.01898115,-6443.13075338,812.107913249,-5737.85420197,12930.7510298,-492.897623327,1130.61468322,12304.7743304,-5476.66822125,3872.11544013,-2022.84675398,business_cat,1473.05814328,1081.75364672,-3080.71562859,-414.0695473,847.107808969,4003.58661107,2163.35832535,1709.34157309,2445.69975534,-694.110288049
-15185.2286216,-3919.23898715,-3265.44342034,-5027.2791393,9670.527178,3200.94134181,5116.37782437,7210.54457334,-1977.48125812,8900.37523738,2004.97649214,-2936.16753182,college_liberal,4471.18826101,740.026155681,1398.9234178,221.789083278,-5303.89878111,407.025673802,-1674.05161224,-914.724369089,406.979191806,412.002694967
2432.71281595,-13639.6530023,1712.26133589,-1904.80950874,-6327.52003271,418.033110643,-9549.7748945,974.985523233,1643.3997906,7027.6588092,3395.90810327,3645.94628206,evil_toddler,-3619.98243233,-5288.99962106,-4824.85984296,457.167330754,-6092.34913208,741.80868314,-2085.31510799,3698.43890086,-2679.63600736,2022.24612669
-1131.79304621,16310.0439123,3790.43641107,-7735.24456178,10725.1771303,-9184.9884987,5662.5062174,-408.349775644,4773.40642878,467.785619282,-4826.95781686,8674.34394446,bad_luck_brian,1444.02945194,1379.32659687,-5309.45602625,338.975156943,-1260.78377579,-293.884363294,1273.11174997,-1404.53409001,-365.662768414,2649.16788658
5629.11039904,20145.4364344,2974.2326077,726.881642153,-5746.7276074,-613.905352887,3825.7161601,-7389.32874415,-8167.58252435,2893.18552455,4296.81235214,-5106.25914482,high_expectations_asian_father,-4307.91554602,7843.20399805,-2209.74889932,1187.32613125,-3847.973688,2376.36216546,4746.79838935,1916.47567892,1595.47173126,472.623553572
-19047.2804092,-13626.2746662,825.120312739,-2201.05561433,-2351.23086975,5346.35407108,-2787.01656188,5125.48455434,-3069.99481115,-2871.69548255,-635.135406355,1009.9182977,minor_mistake_marvin,-2717.02185965,-2133.9062564,-4168.3728757,2467.50373962,-829.249017241,-2712.15866756,7027.21538834,-1735.82195575,-1311.95675849,-2412.13835216
4558.75364666,-11061.8964457,3432.99568689,-5307.45421696,-6762.33942778,-1589.18452152,-6369.74824029,222.095673251,399.823765613,6249.07319279,2552.77985612,1287.33873851,evil_toddler,-4098.31655661,-5367.31964783,-4484.30214398,-538.726236263,-3485.61189552,900.89009934,-450.171351594,1801.42826363,-3053.42771216,2781.4588289
-3193.09862546,10030.3766312,753.982041489,-2264.18845283,-3291.53879766,7009.95439918,4468.27234269,1863.06532977,-6749.32135241,1459.99745343,4010.29755388,685.160345261,philosoraptor,-2652.4745459,-5302.9596994,675.85740385,-1289.30174395,5449.26180828,332.914894361,-4665.67297527,-3613.59210603,-4367.81128215,2517.72304893
