0,1,2,3,4,5,6,label
-4479.47074626,8593.99420776,-7050.75641742,1556.93506548,-5518.56961555,15138.0661893,-2470.57490857,business_cat
-11335.6456567,1739.10817537,-3348.59360319,-9389.35069349,9292.34129803,-9633.79839634,-7208.43767804,sheltered_college_freshman
2031.6449142,20807.684309,-129.671378817,-708.34326164,63.9970372343,-831.958412634,1797.37794845,high_expectations_asian_father
-3793.87987581,11731.4136717,263.507827881,-2827.16439786,-2670.03347915,190.078732288,-2767.53200891,confession_bear
-14949.063863,-1187.43401414,-5244.18929556,-3978.48121727,10783.3396359,4743.97803831,4946.64587529,college_liberal
-11302.2939276,1560.01650158,-3460.04842172,-9630.8343083,9632.73769639,-9699.63895612,-7938.21508557,sheltered_college_freshman
-11397.7965833,1544.24606681,-3205.32149304,-9079.62413217,9423.33527137,-9344.43320163,-8508.94343445,sheltered_college_freshman
-4203.41493954,6239.05275651,28866.4762373,12766.329341,1794.52579569,131.47572844,-1299.8213646,socially_awkward_penguin
15214.8616821,1153.58965944,-12861.3042301,6845.28981062,-8274.54235336,-17534.8361322,1521.14378067,paranoid_parrot
32887.9296627,-5447.871982,-1925.37186577,3563.5848902,7380.87454577,1255.14720913,-2111.9707685,bad_joke_eel
-20387.7421765,-15868.9734451,2934.32655071,-2910.61106149,-214.025999308,3197.65655766,-3336.03865573,first_day_on_the_internet_kid
31211.037738,-4483.74971891,-2959.25550728,3737.98425537,9115.36265668,1078.64956973,-2190.10429941,bad_joke_eel
1365.91162894,14082.9747034,7662.95604132,-6795.5121549,4749.44200649,-8789.87618545,3282.6173548,bad_luck_brian
10583.0124216,24979.2745332,-858.677429112,827.60037283,-7618.30569475,981.681669045,1547.03913016,high_expectations_asian_father
-2383.64246736,15444.9589841,2562.92236565,-8008.09627811,12984.7669452,-8991.67655525,3561.57858264,bad_luck_brian
-14677.4813385,-1701.08464665,-5046.23507825,-4430.50380697,11130.0909317,4416.46651043,4553.57006136,college_liberal
2500.2296174,18630.5058162,2741.18198836,-1656.24835555,-4782.20773479,-259.177074574,3880.96579391,high_expectations_asian_father
-18472.9238808,-14821.926786,983.075316196,1108.42750686,-124.314870679,3236.50235364,2165.77530008,overly_attached_girlfriend
-19263.3399851,-11494.2421382,-7405.20817424,16021.3594242,1014.7493468,-2798.79325064,8213.9849634,advice_god
-2778.75772362,11557.0726652,-28.6224557353,-1462.41795253,-3443.9906569,6362.92048534,2828.90545578,philosoraptor
-2145.09174289,10730.651488,1404.86678416,-3258.78347258,-4603.18424306,275.60699995,-2890.47135832,confession_bear
-18118.7055521,-11246.2043163,-292.488716865,-1419.22750135,474.466010823,2971.29894982,-1544.61112442,minor_mistake_marvin
-899.639648587,10636.2969866,-192.031594789,-574.813482476,-3582.85240658,4701.08783225,1509.65171441,philosoraptor
7958.34212555,21342.3882824,2843.24849679,937.623973282,-7321.29058276,194.194448816,3163.68509458,high_expectations_asian_father
32787.2444643,-2320.57885203,-4697.35668223,6799.67572046,10041.6251252,5718.13473902,-3714.03588794,unpopular_opinion_puffin
21062.6272139,-9832.25942406,2345.03842186,95.8259634332,-2506.42809578,-1003.77316845,-3519.22010101,unpopular_opinion_puffin
-11783.6072992,724.034862512,-2653.13169028,-9399.86501481,8464.80158399,-8274.29489036,-8073.61216906,sheltered_college_freshman
225.293699542,12734.9500179,-6234.95396979,-959.924434196,-4587.25571579,1815.98275915,-2558.3416415,good_guy_greg
-14638.5913111,-1363.42995034,-5264.2295899,-3668.55883485,11108.4522117,4197.54960856,4358.98383478,college_liberal
-14815.5240096,-2289.91750754,-4909.17676009,-4861.25860711,10834.3106006,4755.04409653,5898.46088601,college_liberal
24905.1240504,-3681.13371135,-3943.18518384,4737.19327236,11767.9250944,9158.1495309,-3786.86719419,unpopular_opinion_puffin
-14686.0526309,-766.351536441,-5225.10486246,-3935.41365938,11211.254479,4535.19205721,4562.70305987,college_liberal
-19418.7110377,-11746.5632182,-8381.40158788,17499.4118356,1259.99842771,-2815.0700029,8380.559836,advice_god
-2318.47455386,12233.9552099,23.754525925,-1941.21969078,-3879.35680375,1410.44650162,-2435.60049821,confession_bear
-17707.808696,-8902.77165209,-7832.83892111,15588.7194277,2480.17208159,-3080.56545303,7665.4448634,advice_god
16908.9173135,-13124.1222638,5448.13942484,-5327.50416278,-8371.61434568,-3446.86289923,-7667.5411552,lazy_college_senior
-5754.13152805,6785.50790783,29191.6943422,12852.9871467,517.550867356,-1513.29739072,-1719.18513191,socially_awkward_penguin
-2817.27712098,7154.63000846,3070.2682646,-5641.30262675,-4415.48171788,-49.8992328209,1215.23594891,confession_bear
33722.2511879,-6382.41563301,-164.060081176,3578.34261089,4799.8213638,-1840.33024479,-1676.24289398,bad_joke_eel
-2997.94477749,14461.6570597,3129.33146717,-8798.34208585,10831.8073844,-9183.92561559,3515.35918365,bad_luck_brian
-3536.37388313,7525.37937008,-6443.57902994,823.684675029,-5729.80763083,12966.5525863,-631.19133287,business_cat
-15185.2777683,-3919.83232716,-3263.30711526,-5024.81035323,9652.28909947,3174.63017999,5255.03725539,college_liberal
2432.76772484,-13639.3250987,1714.90889981,-1911.34612513,-6350.04940377,367.588430066,-9449.5266082,evil_toddler
-1131.79324353,16309.8803228,3791.31887017,-7721.320893,10735.6395809,-9144.89432311,5570.29035477,bad_luck_brian
5629.22630084,20145.319996,2978.64372155,760.513000232,-5723.93413459,-555.07446204,3606.97149335,high_expectations_asian_father
-19047.2617908,-13626.4011163,823.891002712,-2187.6694095,-2349.09761801,5364.47011813,-2850.38973402,minor_mistake_marvin
4558.74432617,-11061.9479535,3435.48135442,-5313.84148535,-6783.1439969,-1628.50592899,-6275.78011923,evil_toddler
-3193.24465344,10030.3880316,750.90760119,-2286.00426436,-3302.65815312,6989.4557807,4584.78855206,philosoraptor
-17810.6645203,-11981.9336393,2794.44659278,-4249.56986712,-1170.19537397,1487.00884967,-2869.01875732,first_day_on_the_internet_kid
21498.0654537,-18926.8533822,9439.16495149,-12051.3735066,-6397.26473476,-596.25136474,15167.7084598,sudden_clarity_clarence
-3365.09255073,12066.2417182,-490.524405235,-2941.76796706,-2539.03121523,80.4484198644,-1244.76397088,confession_bear
29435.0680422,-1965.2150655,-5658.29193825,6198.03936703,8622.65943186,6937.60148271,-6477.6257142,unpopular_opinion_puffin
34628.5168604,-6601.62400728,-1661.70386286,7266.46942432,6621.10054303,614.864171984,-4955.00095822,bad_joke_eel
31756.1233296,-5882.9559854,-2539.24270216,3937.26571772,9865.50990786,1673.68338883,-406.239627921,bad_joke_eel
-3592.04257941,15220.2836441,3451.60761644,-9037.34369071,10490.0180935,-7230.27089002,2767.25493451,bad_luck_brian
-19285.5080352,-11870.6603173,-7691.76984869,17018.0584167,1466.75507677,-2568.10218838,7919.52200971,advice_god
26381.0913079,-15126.6584772,2816.49061566,-1294.02636302,-6144.3504685,-353.235547272,-3228.44901867,sudden_clarity_clarence
-3316.57788945,13353.5359781,4271.04412618,-10409.2356583,10724.4411162,-9257.69037778,4704.24249908,bad_luck_brian
-3625.72113359,15108.3139038,2307.08806815,-7003.93602163,11713.7273753,-6772.11876347,2065.43732888,bad_luck_brian
-18180.3657366,-12709.8155384,3075.93746183,-4511.39253537,-1898.0503491,2482.77863431,-2916.49666337,first_day_on_the_internet_kid
14212.5264818,-12242.2481476,3907.47855939,-2754.9695545,-7222.13814949,448.084789925,-6194.76071873,lazy_college_senior
7583.85809914,-3744.89000734,-6198.07077161,321.390435518,-1961.33478232,849.691654731,-2514.16385466,philosoraptor
-2554.85351704,11629.9396762,474.233635132,-2859.58970617,-4089.45578968,1941.33674343,-1123.83550399,confession_bear
-18009.353579,-12679.7180714,2858.10494794,-4412.74510822,-1449.24972826,1050.53978159,-2935.25770107,first_day_on_the_internet_kid
19070.2615433,-15651.2570924,8558.05999256,-7189.72420568,-3555.03530129,1169.02522301,9851.67925424,sudden_clarity_clarence
24613.5784167,-8402.6895644,-10444.8006957,4336.24635629,368.422314105,13644.1799461,-6084.6648517,business_cat
-17744.9486074,-10511.0512998,-750.51232355,1924.46543304,-2143.36551172,2851.45475803,-3548.68229432,minor_mistake_marvin
5212.4296119,18924.1897159,4507.67300194,-240.061287908,-6765.77974946,1739.17561228,4972.53753512,high_expectations_asian_father
-3626.07706352,7287.62917177,-6919.6668626,335.006867509,-7791.84752074,-9466.92049432,2004.17412198,paranoid_parrot
32853.2495241,-5334.22382164,-2687.94262225,4024.09688671,9587.64222188,985.730122118,-1088.13781674,bad_joke_eel
31959.7745076,-7327.47457419,-895.751069582,3475.39851946,8807.96424724,1385.89136554,-895.594979312,bad_joke_eel
6527.00377416,21370.5276648,2631.46005294,263.763282448,-6516.714132,2958.5714271,3832.76946568,high_expectations_asian_father
-14767.4880012,-1662.63010314,-5286.38409216,-4381.69409889,10882.4250571,4523.77740493,5098.70355004,college_liberal
-11263.0386872,1582.18621954,-3391.20711254,-9310.92265243,9375.78154332,-9333.14204366,-7452.75681283,sheltered_college_freshman
-7313.26470123,507.434781241,79.4143852135,-3039.83054377,-2978.38633294,-3999.40804718,-7347.61479154,sheltered_college_freshman
24819.7694591,-5788.91715485,-4762.70543439,6169.41039442,14368.2117615,8899.23909125,-5790.19868564,unpopular_opinion_puffin
32121.6223431,-3828.24392355,-1116.10775673,2325.94960374,7729.20280279,110.683866679,3427.42673364,bad_joke_eel
-2481.69418235,11632.3070957,-224.351917129,-964.073683839,-4022.98949518,6221.33842077,2529.11854655,philosoraptor
-19032.2772714,-13851.1248064,1959.00764049,-2901.61033258,1803.337089,865.61821716,-2348.93932828,first_day_on_the_internet_kid
-2765.37854503,13208.3764811,-6209.70334306,-2662.38793869,-3581.97847291,1773.83619524,-4757.07276971,good_guy_greg
-2880.82840043,14343.8586685,3472.54496952,-8188.24637439,12115.3931167,-8958.90693824,4128.06956918,bad_luck_brian
-19165.8282576,-11742.8955652,-8588.66741962,17446.5579884,1815.57710847,-2549.97242778,9337.28330925,advice_god
-11116.312381,1808.9616031,-2661.60007461,-8783.73432504,8904.32873647,-9355.76566762,-8066.43794609,sheltered_college_freshman
-7423.71641189,-98.4761156519,-275.94512397,-4114.13931535,-2890.95129161,-2673.76885829,-8073.84761227,sheltered_college_freshman
-18731.5328126,-12352.7868352,-603.949521367,2178.15545314,-2471.80761033,4495.49727621,-4290.36751061,minor_mistake_marvin
142.048947221,15761.8320252,3969.53649775,-2634.99033868,-2371.51213647,881.639068142,3171.13565944,high_expectations_asian_father
-15070.8404032,-1707.1160232,-5091.17531188,-4170.44304374,10583.2655625,4830.83957639,4210.18297861,college_liberal
24311.3219677,-5730.77577295,-4282.25473532,4908.79055864,12161.7876945,9921.53351892,-6049.00853317,unpopular_opinion_puffin
-19276.8616599,-14812.7420146,2576.64684567,-4560.03252666,-156.175792182,1568.89721852,-1278.44256395,first_day_on_the_internet_kid
-15109.3013529,-1946.2887509,-5066.45063466,-4053.3676933,10705.0722328,4580.882923,4812.33959303,college_liberal
-1751.53364674,12594.5698469,-163.64311969,-1609.80039485,-3992.53294853,4901.66840285,3869.69831512,philosoraptor
-3386.44778525,14720.5013827,3124.21405731,-7827.02991809,10861.0249589,-7747.40615971,453.282940385,bad_luck_brian
9087.37212414,5815.16236258,-8491.78857682,-3219.80576227,-3676.08777351,5032.12230815,1108.43773436,business_cat
15619.3917601,1639.4856534,-14213.6053878,7307.59402434,-3756.53657786,-16265.8619148,3740.57297408,paranoid_parrot
-19674.7240984,-12424.6748998,-7001.86034407,16959.8373496,571.875375492,-1518.95617308,8405.29002289,advice_god
-14994.1285425,-1295.06677668,-5321.5667583,-3654.83380595,10754.7824323,4685.03673581,4919.12112392,college_liberal
-7968.17995381,7213.02671587,-1087.88156828,-2911.79302021,2786.74703154,2362.50253854,3370.03077596,philosoraptor
1004.76138944,-13144.2180187,1457.72363268,-3159.84780106,-5598.80943221,-727.745652845,-5741.92796543,evil_toddler
-511.652871844,11711.7824862,-347.147405694,-1192.48086044,-3217.30633055,4455.76176763,3008.21944186,philosoraptor
1102.64366084,-12876.9111459,1144.31620609,-2662.72491265,-5772.04011528,-681.531958995,-7874.37886137,evil_toddler
-19416.9882539,-11686.885979,-8716.42814777,18098.5639316,2799.29258986,-3833.3152926,8948.16603039,advice_god
-1650.04030977,12080.2411044,-5062.2893008,-2730.25474159,-5928.87926654,935.112172695,-4066.42446182,good_guy_greg
-2436.97618293,11068.0811433,247.291988686,-1221.4803516,-3894.20004708,6208.53429494,4248.313973,philosoraptor
-19180.954885,-11032.6554153,-8345.86903876,16833.583187,2411.62783046,-3513.83571539,8148.61283434,advice_god
-14818.1651824,-1297.84569269,-4699.19004006,-3321.98886872,10494.1703267,4252.13787142,3846.65578939,college_liberal
19002.1911685,-18427.5795675,9632.58983783,-12928.8043252,-6468.4808918,-1538.82826944,17483.701357,sudden_clarity_clarence
17232.0826249,3516.40854331,-7001.31934291,1482.01710959,-3115.62191046,-822.41348646,-6402.8542716,good_guy_greg
18440.4428122,-18796.0323311,10132.5179709,-12258.9649388,-5247.97337162,-447.352987913,16142.6003822,sudden_clarity_clarence
2258.48321524,-13387.6408434,1301.87699983,-1870.51244023,-5090.24932832,-1741.10404969,-8266.37793571,evil_toddler
-4565.61247394,9591.80296549,1642.83185695,-4038.97860584,-2912.42255527,1146.28689382,111.106378379,confession_bear
20384.4772479,-18331.6986126,9969.2402228,-13200.5184055,-5654.19414295,-470.262492019,16905.0334342,sudden_clarity_clarence
-2691.96542097,10849.6205148,-8167.33318745,-55.1321613365,-5208.09685454,17130.9832676,1357.30484486,business_cat
-51.0785638451,12263.515835,7072.26755212,-1284.94291176,2302.99808492,4620.56445104,4069.23033522,religion_pigeon
-18367.6154322,-11210.8649866,-1028.77067168,1783.49688579,-2561.44866566,3647.11367795,-3850.83496144,minor_mistake_marvin
-17527.6106637,-12094.6716179,2474.7590464,-4279.45334466,-176.754989331,907.256877172,-1571.10774118,first_day_on_the_internet_kid
950.127127044,4428.38784074,30423.7500105,13616.3439936,2938.87909483,21.914310092,-2859.22844981,socially_awkward_penguin
30476.2698276,-3877.93277059,-5275.97382479,6214.15160069,9691.39987057,5976.60022939,-5880.69518444,unpopular_opinion_puffin
-4982.00881218,4177.86580707,-4847.8109133,-1999.19463293,-2578.42943603,-8394.09335002,4426.14384914,paranoid_parrot
-18428.8339125,-13052.4585421,2946.3593666,-4245.8058051,-1580.92284002,1877.14212947,-4086.95530919,first_day_on_the_internet_kid
521.765788483,11729.9937071,-5988.72147566,-2836.05816511,-4129.9166574,1989.88386194,-692.234067563,good_guy_greg
11146.7069903,-13914.34117,4558.56234772,-3846.43615996,-6642.46034845,-11.987130755,-7726.32659575,lazy_college_senior
-20048.5149343,-14642.3202191,2389.57591323,-2667.968239,252.724205195,3468.74409748,-4173.1662043,first_day_on_the_internet_kid
-3106.74913208,10326.1207417,-8007.39802334,711.543658252,-4561.92881409,16743.7495968,1544.21574662,business_cat
-3589.23546365,13600.9349963,4476.07974166,-8927.93515367,10011.3438741,-7150.94491128,4354.99930482,bad_luck_brian
33760.9812085,-5256.2368881,-1148.53066258,1742.3769381,7463.40340665,-829.42020466,1490.25069871,bad_joke_eel
29086.0480247,-6605.68327295,-4286.19978115,3555.64620665,10979.0436714,9185.70502736,-4530.05768149,unpopular_opinion_puffin
-18963.0406312,-14101.6286797,3503.00810739,-5714.19713883,-2722.83613528,2446.50585035,-3273.19230858,first_day_on_the_internet_kid
-3632.68896556,6459.57957508,28846.8317744,13011.5270979,3150.67725408,-318.523693584,198.819348836,socially_awkward_penguin
-10186.1514872,2183.13135188,-2760.48128457,-8819.90498658,8094.14351438,-8710.34356449,-7254.79374736,sheltered_college_freshman
1285.24649389,13225.4849448,-10177.7810393,5145.65463424,-8450.52346064,-11815.9386894,3801.22539829,paranoid_parrot
-18267.1783243,-12534.5473515,2349.55964847,-4511.66341991,-1277.98250624,2657.97243255,-3649.75413832,first_day_on_the_internet_kid
29662.4601495,-3155.11098029,-3923.39623742,4684.17730532,10058.2294012,6283.66440202,-4101.68112613,unpopular_opinion_puffin
4313.52350489,-215.413320677,4516.32796524,-1069.47441441,-10219.5832412,-848.45750396,-1455.79088792,lazy_college_senior
-17458.2005875,-10249.2533768,-520.834800414,2037.77960473,-2629.72252362,1827.9842505,-3463.40574208,minor_mistake_marvin
15962.0127497,1563.66268924,-14753.9130332,8438.70394755,-5432.95058281,-16447.2272722,4020.5729022,paranoid_parrot
-3862.97923005,12079.2921882,-528.200089616,-2993.27836117,-2382.62222887,996.147562913,-1032.58093594,confession_bear
-8466.53926098,-398.787571738,21436.1697092,12084.1715709,372.287443107,-2080.43981909,-4766.8684764,socially_awkward_penguin
-3693.96832874,13533.8863197,2819.91139029,-7792.58504463,11801.1996238,-6689.77906457,2308.78782024,bad_luck_brian
-3393.51784389,12290.8629294,-349.517859042,-1840.1027865,-3188.20596627,-209.030144047,-3189.46830708,confession_bear
1234.59665702,-13263.1502637,1259.7826888,-1831.19899021,-6186.79444009,-497.85520056,-9164.5948019,evil_toddler
-14772.4849241,-1648.86603195,-5153.8797158,-4549.48172496,10891.8754331,4558.816991,5018.04596263,college_liberal
19783.175223,-11607.6043514,2296.5308565,186.468514606,-2945.91486716,1146.44616553,-4315.17211446,unpopular_opinion_puffin
24892.3889698,-13647.2596506,2040.44692691,8.5860015935,-5501.31642132,-509.999254088,-4508.13541441,sudden_clarity_clarence
25740.0581967,-2440.55419299,-4042.09540525,4560.28838718,10498.5784742,9782.3075906,-2814.47453355,unpopular_opinion_puffin
-5732.89637935,9030.21707871,234.629220059,-5623.31469087,-984.525463588,-1137.07153166,126.06605913,confession_bear
16484.1950877,-20933.6157512,9281.53585664,-12502.9266058,-4253.86072992,1788.3290878,13018.8032871,sudden_clarity_clarence
-17347.7120319,-9392.98366445,-1158.6076929,-347.819965314,1027.52056958,1922.73558687,-3019.78551722,minor_mistake_marvin
-18699.1635947,-10558.918862,-8114.80450759,16593.2264207,1470.75649217,-2882.43392939,7006.99360664,advice_god
345.941613448,13163.1752359,-6084.38029465,-812.705079594,-7040.18160883,2185.07722576,-3117.83253229,good_guy_greg
27345.482943,-2060.89014536,-5511.44304534,6499.49918219,9408.07318017,7590.93693385,-9010.27843633,unpopular_opinion_puffin
-6434.44727914,5121.06591556,25425.1690934,12841.0015178,835.089312545,-1744.36009637,-2653.99268179,socially_awkward_penguin
34781.3235355,-5001.46010217,-4831.9975713,8496.61245318,8004.54136587,8707.29321706,-4916.97730032,unpopular_opinion_puffin
15242.5099394,1881.52645575,-13860.7020071,6320.48842659,-7370.54325633,-16414.3763754,2400.9723815,paranoid_parrot
493.556588581,-13993.6435675,1488.13324053,-2695.84843102,-4707.73490656,-445.595221159,-7436.0909179,evil_toddler
20103.8589297,-10563.6511249,1827.12540147,-775.769240176,-2279.90141442,1096.94165196,-3959.35044081,unpopular_opinion_puffin
-4883.02020774,3821.29916216,-1386.72301892,-4188.26987941,-2553.53119122,-2891.78977565,-7886.02335348,sheltered_college_freshman
-2799.93531747,11244.4298782,-8470.71810825,441.075369184,-4908.39676686,15884.9338286,-709.815887648,business_cat
-4642.3243712,8618.88615405,27364.7778633,14124.5320245,2134.55495696,-1316.79523736,-1542.48306549,socially_awkward_penguin
-18478.0465271,-9134.3322663,-8486.75115466,16511.5866677,2803.70870217,-3528.40056618,10453.410719,advice_god
-14216.5366937,-1462.3283618,-4787.55727922,-4452.6306466,10225.6554627,3450.76037755,3847.46315906,college_liberal
31052.8465802,-3940.21842101,-1745.38134532,2301.56995965,9321.89625757,940.094590496,1559.06795197,bad_joke_eel
16746.1401153,-18332.3656847,9838.94708971,-12434.1414469,-6262.17564958,-834.534688938,15959.6245825,sudden_clarity_clarence
-6196.14195282,-8194.45956684,-1594.44418391,-8358.17171931,204.771161178,-2761.71279826,3012.00278627,overly_attached_girlfriend
-11923.076013,-6461.8281866,-1833.19583385,-3030.92214666,-1283.01506489,-1678.96867481,132.760566212,overly_attached_girlfriend
25487.6044403,-5398.34193852,-3266.89067366,5274.91654189,10986.0481618,6986.75667605,-5243.14871691,unpopular_opinion_puffin
-4116.25401965,11251.4705596,-2804.33414989,227.068767863,-3019.57423699,1464.42746504,-4843.0549594,confession_bear
20446.2745469,-18654.794362,10189.6875561,-13115.6408262,-8691.45532464,1662.1989224,15806.8556753,sudden_clarity_clarence
-4908.85789861,8055.65844519,28201.4807731,13096.3623246,2336.3245844,-671.915414784,-499.615863295,socially_awkward_penguin
7892.76272559,20540.2102153,2993.51883511,2199.14987127,-7573.88798085,658.951773274,2521.26042685,high_expectations_asian_father
530.380802637,11976.9396977,-5535.7313536,-3829.84698595,-4235.4454192,1430.34697376,1379.99353367,good_guy_greg
-18193.8072525,-11252.0194546,147.441951908,-1103.88997585,18.2274893922,2920.56257518,-2507.10527003,minor_mistake_marvin
7442.35936919,18485.3025418,3235.90100933,759.300770186,-6847.98842184,393.33149211,4904.19183798,high_expectations_asian_father
22704.6878465,-19378.9508876,10453.9793547,-13410.5208353,-5939.6748273,-910.772270301,17061.6715576,sudden_clarity_clarence
44.3429487586,-14491.6467212,1688.14203804,-2026.19454811,-5276.3304226,-337.705916675,-8722.20685389,evil_toddler
-1813.0387439,16530.44797,3325.01038552,-6338.51037783,9974.17563329,-7713.02054222,-480.022837525,bad_luck_brian
30619.7755847,-3595.78476249,-2137.47828842,4637.02898431,9060.2859856,2629.64131157,-1389.29040188,bad_joke_eel
-979.563891942,12120.4013615,-367.364475965,-1972.30047879,-3439.84349732,4925.52890986,5690.36954841,philosoraptor
-3249.67018545,10836.6864697,-7876.53816082,1622.66281261,-4393.30697002,15203.4989402,-1243.11892908,business_cat
-10003.1839124,-8237.06274078,8674.55485587,-8247.44312497,-7579.61046492,2146.9159642,1195.33511618,lazy_college_senior
-3376.18394474,12121.4847807,296.966961632,-3334.97068299,-2743.04527713,547.787158771,-426.669866184,confession_bear
-441.674784839,13524.733118,-5321.57821354,-3215.79001479,-6302.66336007,-314.45516847,-3280.58661387,good_guy_greg
-3345.97540531,14051.1567497,2850.68585403,-8778.97025584,9954.81172252,-7503.15896683,1776.80614608,bad_luck_brian
-4815.63943778,4201.85155688,-1419.47543628,-2956.02064611,-2713.77661403,-2567.09987599,-8344.02631311,sheltered_college_freshman
-4995.33505837,9557.97070626,-10498.8802297,2359.31632818,-1456.63511178,17185.1630654,4706.73160684,business_cat
32325.5375705,-6828.94949149,-619.900246305,2060.09812883,7241.31945842,431.818461149,-738.874160651,bad_joke_eel
-2665.70483149,10146.1006357,549.558581443,-3129.43848877,-2825.78184417,5225.34083603,5974.86941633,philosoraptor
-19467.241329,-10889.1136465,-7933.06865133,16675.5603267,1863.8937492,-1639.98952586,9155.97779797,advice_god
-8664.68913306,-202.463725318,-2566.88618457,-84.7122162993,-3430.42732974,1441.15713885,-1965.55981602,evil_toddler
21198.3217712,-17770.6900497,9740.1649461,-14053.0415648,-4896.02278857,1574.76554452,16984.5469849,sudden_clarity_clarence
-3070.17331283,10140.184416,-7837.32926381,490.912498625,-5713.5554977,17223.1122924,79.9221496674,business_cat
-3366.18921207,10343.1085751,-6932.88059035,1031.73401172,-4336.62008674,15921.4268623,183.210200921,business_cat
-14702.305399,-1457.42535277,-4940.12071958,-4273.94433701,10900.9888797,4678.22539765,5313.76740691,college_liberal
-8611.16310266,-1634.29816815,-2221.38282445,-336.242406025,-4625.28935477,543.804149525,-5402.83754784,evil_toddler
-635.893016587,-15441.318706,1875.52994845,-2428.32471143,-4738.85740507,-510.533657649,-8563.46412548,evil_toddler
27887.7007316,-5772.60383568,-3465.93613364,2186.89731631,7004.49497069,7552.60613184,-942.856727063,unpopular_opinion_puffin
19331.1302391,-11464.400479,1963.51168204,-445.664561653,-3088.72807985,774.455189955,-4614.77504769,unpopular_opinion_puffin
